country,method,seed,municipality,rho
brazil,mexico-init,1,3534401,0.11618732760891563
brazil,mexico-init,1,3539806,-0.16580469216805768
brazil,mexico-init,1,3543303,0.09453642278737168
brazil,mexico-init,1,3544103,-0.07613430852399176
brazil,mexico-init,1,3547304,-0.20622808591435293
brazil,mexico-init,1,3547809,0.27745140292594445
brazil,mexico-init,1,3548708,0.3047318991359112
brazil,mexico-init,1,3548807,-0.18429730031537012
brazil,mexico-init,1,3550308,0.4259301473758778
brazil,mexico-init,1,3552502,0.1336421203292434
brazil,mexico-init,1,3552809,0.22408964374585774
brazil,mexico-init,2,3106200,0.44337470578770943
brazil,mexico-init,2,3106705,0.09004168754609339
brazil,mexico-init,2,3118601,0.24057882716017226
brazil,mexico-init,2,3124104,0.21436494880545642
brazil,mexico-init,2,3129806,0.21900081551372505
brazil,mexico-init,2,3144805,-0.20397293757077362
brazil,mexico-init,2,3154606,0.03996340550510693
brazil,mexico-init,2,3156700,-0.08100366067754756
brazil,mexico-init,2,3157807,0.23630133450804922
brazil,mexico-init,2,3165537,0.39919588659156957
brazil,mexico-init,2,3171204,-0.01990888801060949
brazil,mexico-init,2,3300456,0.05438680978431546
brazil,mexico-init,2,3301702,-0.17303168854343587
brazil,mexico-init,2,3302007,0.11703464840022097
brazil,mexico-init,2,3302858,0.14921542189177303
brazil,mexico-init,2,3303203,-0.25247822443448964
brazil,mexico-init,2,3303302,-0.3050691529025504
brazil,mexico-init,2,3303500,0.06958027608226415
brazil,mexico-init,2,3304144,0.08996999249883841
brazil,mexico-init,2,3304557,0.2592275135163554
brazil,mexico-init,2,3305109,0.13902389399421347
brazil,mexico-init,2,3305554,-0.19981799536365738
brazil,mexico-init,2,3503901,-0.09861216757972804
brazil,mexico-init,2,3505708,0.2374704386266771
brazil,mexico-init,2,3509007,0.22542865472161633
brazil,mexico-init,2,3509205,0.18160688213346943
brazil,mexico-init,2,3510609,0.3154955927660466
brazil,mexico-init,2,3513009,-0.058978102990212555
brazil,mexico-init,2,3513801,-0.009756617400785865
brazil,mexico-init,2,3515004,0.24084718534664123
brazil,mexico-init,2,3515707,0.02840173331433956
brazil,mexico-init,2,3518800,0.13890693334416795
brazil,mexico-init,2,3522208,-0.18613541080867252
brazil,mexico-init,2,3523107,0.0643877094176564
brazil,mexico-init,2,3528502,-0.14899113048593224
brazil,mexico-init,2,3529401,0.23295463963639104
brazil,mexico-init,2,3534401,0.15603020847809168
brazil,mexico-init,2,3539806,-0.13739107395794395
brazil,mexico-init,2,3543303,0.21817946561912285
