country,method,seed,municipality,rho
brazil,zero-shot,0,2926608,0.1572688009880736
brazil,zero-shot,0,2927002,0.28974687880280203
brazil,zero-shot,0,2927200,-0.13980753779540103
brazil,zero-shot,0,2927408,0.2794392402914123
brazil,zero-shot,0,2927705,0.09100242422498174
brazil,zero-shot,0,2928000,0.31329098032854724
brazil,zero-shot,0,2928109,-0.0518662860226391
brazil,zero-shot,0,2928604,0.37125323801475396
brazil,zero-shot,0,2928703,0.351872614780712
brazil,zero-shot,0,2928802,0.005904611196214816
brazil,zero-shot,0,2929057,0.04344630732502458
brazil,zero-shot,0,2929206,-0.009455228065073063
brazil,zero-shot,0,2929305,-0.05561940345939811
brazil,zero-shot,0,2929503,0.12021265421290044
brazil,zero-shot,0,2929909,0.20311685264801765
brazil,zero-shot,0,2930105,0.36953316169835443
brazil,zero-shot,0,2930204,-0.6690314921956512
brazil,zero-shot,0,2930501,0.10456817827958703
brazil,zero-shot,0,2930709,-0.20143401616676493
brazil,zero-shot,0,2930774,-0.3547075699227696
brazil,zero-shot,0,2931350,-0.13092905407353042
brazil,zero-shot,0,2931905,0.19066962032637555
brazil,zero-shot,0,2932903,-0.017263195923545558
brazil,zero-shot,0,2933208,0.2835808083583095
brazil,zero-shot,0,2933307,0.22992511176414604
brazil,zero-shot,0,2933604,0.03540706791406381
brazil,zero-shot,0,3100203,0.24231265925856538
brazil,zero-shot,0,3101102,-0.47741609065893176
brazil,zero-shot,0,3101508,0.5402845906585354
brazil,zero-shot,0,3101607,0.0864307968900171
brazil,zero-shot,0,3101706,0.04856590270768585
brazil,zero-shot,0,3102605,-0.168960740643912
brazil,zero-shot,0,3103405,0.03605666476027798
brazil,zero-shot,0,3103504,0.18625911441218027
brazil,zero-shot,0,3104007,0.10841440781056662
brazil,zero-shot,0,3104205,-0.003744907636222126
brazil,zero-shot,0,3105103,0.09399996603317141
brazil,zero-shot,0,3105400,0.35386727221744063
brazil,zero-shot,0,3105608,0.13871885475279158
brazil,zero-shot,0,3106002,-0.2693251851353499
brazil,zero-shot,0,3106200,0.32088752920964003
brazil,zero-shot,0,3106309,0.0025522897457746978
brazil,zero-shot,0,3106705,0.07673132736167518
brazil,zero-shot,0,3107109,0.3250075635944133
brazil,zero-shot,0,3107307,-0.036728659939792796
brazil,zero-shot,0,3107406,0.19799471605435973
brazil,zero-shot,0,3108602,0.31497675094277017
brazil,zero-shot,0,3109006,0.10396716225372861
brazil,zero-shot,0,3109402,-0.02793219317166018
brazil,zero-shot,0,3109907,0.053450953686514376
brazil,zero-shot,0,3110004,-0.20340892861347323
brazil,zero-shot,0,3110301,0.6143409304534585
brazil,zero-shot,0,3110608,0.36493071258207527
brazil,zero-shot,0,3111200,0.13704470281212414
